timestamp,event_id,n_event,callback_id,application_id,source,target,value
2025-04-04 14:46:09.173112,enact,10,interaction_emissions,Application,api,etcd,140.0
2025-04-04 14:46:09.173113,enact,10,interaction_emissions,Application,api,database,583.0
2025-04-04 14:46:09.173115,enact,10,interaction_emissions,Application,api,redis,80.5
2025-04-04 14:46:09.173116,enact,10,interaction_emissions,Application,identity_provider,etcd,57.83333333333333
2025-04-04 14:46:09.173549,enact,10,required_latency,Application,load_balancer,frontend,25
2025-04-04 14:46:09.173553,enact,10,required_latency,Application,frontend,api,25
2025-04-04 14:46:09.173555,enact,10,required_latency,Application,frontend,redis,25
2025-04-04 14:46:09.173557,enact,10,required_latency,Application,api,identity_provider,20
2025-04-04 14:46:09.173559,enact,10,required_latency,Application,api,etcd,20
2025-04-04 14:46:09.173560,enact,10,required_latency,Application,api,database,20
2025-04-04 14:46:09.173562,enact,10,required_latency,Application,api,redis,20
2025-04-04 14:46:09.173563,enact,10,required_latency,Application,identity_provider,etcd,20
2025-04-04 14:46:09.173630,enact,10,required_bandwidth,Application,load_balancer,frontend,0
2025-04-04 14:46:09.173634,enact,10,required_bandwidth,Application,frontend,api,0
2025-04-04 14:46:09.173636,enact,10,required_bandwidth,Application,frontend,redis,0
2025-04-04 14:46:09.173637,enact,10,required_bandwidth,Application,api,identity_provider,0
2025-04-04 14:46:09.173639,enact,10,required_bandwidth,Application,api,etcd,0
2025-04-04 14:46:09.173640,enact,10,required_bandwidth,Application,api,database,0
2025-04-04 14:46:09.173641,enact,10,required_bandwidth,Application,api,redis,0
2025-04-04 14:46:09.173642,enact,10,required_bandwidth,Application,identity_provider,etcd,0
2025-04-04 14:46:09.187598,enact,11,interaction_energy,Application,load_balancer,frontend,0.8333333333333334
2025-04-04 14:46:09.187601,enact,11,interaction_energy,Application,frontend,api,0.8333333333333334
2025-04-04 14:46:09.187603,enact,11,interaction_energy,Application,frontend,redis,0.5
2025-04-04 14:46:09.187606,enact,11,interaction_energy,Application,api,identity_provider,0.5
2025-04-04 14:46:09.187607,enact,11,interaction_energy,Application,api,etcd,0.6666666666666666
2025-04-04 14:46:09.187609,enact,11,interaction_energy,Application,api,database,1.8333333333333333
2025-04-04 14:46:09.187611,enact,11,interaction_energy,Application,api,redis,0.16666666666666666
